"","Chrom","pOXA-48","pKP112","pOXA-48_30715","pOXA-48_k8"
"2743","Xanthomonas_albilineans_GPE_PC73_",116,116,55,82
"1061","Xanthomonas_arboricola_pv._celebensis_",19,19,0,24
"2974","Xanthomonas_arboricola_pv._celebensis_",19,19,0,24
"329","Xanthomonas_axonopodis_pv._citri_str._306_",66,75,17,35
"2242","Xanthomonas_axonopodis_pv._citri_str._306_",66,75,17,35
"674","Xanthomonas_axonopodis_pv._phaseoli_",18,18,0,14
"2587","Xanthomonas_axonopodis_pv._phaseoli_",18,18,0,14
"708","Xanthomonas_axonopodis_pv._vasculorum_",0,0,0,18
"2621","Xanthomonas_axonopodis_pv._vasculorum_",0,0,0,18
"5","Xanthomonas_campestris_pv._campestris_",152,152,55,113
"1918","Xanthomonas_campestris_pv._campestris_",152,152,55,113
"669","Xanthomonas_campestris_pv._vesicatoria_str._85-10_",48,65,18,33
"2582","Xanthomonas_campestris_pv._vesicatoria_str._85-10_",48,65,18,33
"808","Xanthomonas_fuscans_subsp._fuscans_",54,70,0,15
"2721","Xanthomonas_fuscans_subsp._fuscans_",54,70,0,15
"791","Xanthomonas_oryzae_pv._oryzae_PXO99A_",0,0,0,16
"2704","Xanthomonas_oryzae_pv._oryzae_PXO99A_",0,0,0,16
"842","Xanthomonas_oryzae_pv._oryzicola_BLS256_",27,27,0,36
"2755","Xanthomonas_oryzae_pv._oryzicola_BLS256_",27,27,0,36
"230","Xenococcus_sp._PCC_7305_",21,21,0,0
"2143","Xenococcus_sp._PCC_7305_",21,21,0,0
"945","Xenorhabdus_bovienii_SS-2004_",82,75,46,88
"2858","Xenorhabdus_bovienii_SS-2004_",82,75,46,88
"944","Xenorhabdus_nematophila_ATCC_19061_",34,37,0,35
"2857","Xenorhabdus_nematophila_ATCC_19061_",34,37,0,35
"1048","Xylanimonas_cellulosilytica_DSM_15894_",0,0,0,12
"2961","Xylanimonas_cellulosilytica_DSM_15894_",0,0,0,12
"287","Xylella_fastidiosa_9a5c_",13,13,0,28
"2200","Xylella_fastidiosa_9a5c_",13,13,0,28
"1264","Yersinia_aldovae_ATCC_35236_",34,25,8,111
"3177","Yersinia_aldovae_ATCC_35236_",34,25,8,111
"891","Yersinia_enterocolitica_subsp._enterocolitica_8081_",142,119,91,193
"2804","Yersinia_enterocolitica_subsp._enterocolitica_8081_",142,119,91,193
"769","Yersinia_frederiksenii_ATCC_33641_",108,108,74,114
"2682","Yersinia_frederiksenii_ATCC_33641_",108,108,74,114
"768","Yersinia_intermedia_ATCC_29909_",35,28,0,64
"2681","Yersinia_intermedia_ATCC_29909_",35,28,0,64
"73","Yersinia_kristensenii_",148,148,78,134
"1986","Yersinia_kristensenii_",148,148,78,134
"379","Yersinia_pestis_CO92_",62,69,0,106
"2292","Yersinia_pestis_CO92_",62,69,0,106
"14","Yersinia_pseudotuberculosis_",134,111,92,200
"1927","Yersinia_pseudotuberculosis_",134,111,92,200
"79","Yersinia_ruckeri_",121,103,62,74
"1992","Yersinia_ruckeri_",121,103,62,74
"1607","Zunongwangia_profunda_SM-A87_",16,52,0,0
"3520","Zunongwangia_profunda_SM-A87_",16,52,0,0
"NA",NA,NA,NA,NA,NA
